Matricula,Idade,Gênero,Departamento,Cargo,Banda Salarial,Status,Motivo do Desligamento,Escolaridade,Estado Civil,Última Promoção (anos),Horas-extras (média),Tempo de Empresa,Engajamento,Satisfação,Desempenho,Apoio da Liderança,Percepção de Desenvolvimento,Probabilidade de Saída
1333,59,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Inativo,Voluntário,Ensino Superior,Solteiro,0,0,6,1,1,2,2,1,0.68
1313,19,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Médio,Casado,0,1,4,3,3,3,2,2,1.0
1764,30,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Casado,1,0,7,2,2,3,2,2,0.84
1859,27,Masculino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Ativo,,Pós-Graduação,Casado,0,1,3,2,2,3,2,2,0.84
480,48,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,1,8,2,2,3,2,2,0.84
899,39,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,2,1,9,2,2,2,2,2,0.84
654,46,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,1,1,2,3,3,2,2,3,1.0
902,52,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,0,7,3,3,3,2,3,1.0
960,53,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,0,1,1,1,3,2,1,0.68
1822,23,Feminino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Inativo,Voluntário,Ensino Superior,Casado,0,0,2,2,2,2,2,2,0.84
431,53,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,1,9,2,2,2,2,2,0.84
517,35,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Casado,0,0,4,1,1,3,2,1,0.68
1122,43,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Médio,Casado,1,0,3,3,3,3,2,3,1.0
1674,58,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Pós-Graduação,Solteiro,1,0,1,3,3,2,2,3,1.0
4,45,Masculino,Desenvolvimento de Software,Gerente de Desenvolvimento,10,Inativo,Voluntário,Ensino Superior,Casado,0,1,8,1,3,2,2,2,0.0
854,27,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,0,7,2,2,2,2,2,0.84
697,39,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Médio,Solteiro,0,1,8,1,1,3,2,1,0.68
1121,45,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,1,0,10,3,3,2,2,3,1.0
51,22,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Solteiro,0,0,9,1,1,2,2,1,0.68
87,42,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Solteiro,0,0,7,1,1,2,2,1,0.68
1267,38,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Médio,Solteiro,0,3,9,1,1,2,2,1,0.68
439,52,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Pós-Graduação,Solteiro,0,3,0,3,2,3,2,2,0.92
285,47,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,0,1,3,3,2,2,3,1.0
1497,26,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Médio,Solteiro,0,0,9,3,3,3,2,2,1.0
1011,33,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,1,0,8,3,3,2,2,3,1.0
1968,36,Masculino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Solteiro,0,0,6,3,3,2,2,3,1.0
1813,56,Feminino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Ativo,,Ensino Médio,Solteiro,0,0,9,1,1,2,2,1,0.68
105,37,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,1,10,3,3,2,2,3,1.0
1361,21,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Médio,Solteiro,1,0,4,3,3,2,2,2,1.0
1056,41,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Pós-Graduação,Solteiro,0,1,1,1,1,2,2,1,0.68
306,38,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Casado,0,0,4,1,1,3,2,1,0.68
1257,38,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Médio,Solteiro,1,1,5,3,3,2,2,3,1.0
544,45,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Solteiro,0,3,4,3,3,3,2,3,1.0
934,35,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Superior,Solteiro,0,1,4,1,1,3,2,2,0.0
861,22,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,0,9,1,1,3,2,1,0.68
462,43,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Casado,0,1,3,1,1,3,2,1,0.68
1651,19,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Médio,Solteiro,0,0,8,2,2,2,2,2,0.84
1736,20,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Médio,Solteiro,0,1,6,3,3,3,2,3,1.0
820,58,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,1,3,3,2,3,2,2,0.92
1673,45,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,0,2,3,3,2,2,3,1.0
936,36,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,0,0,2,2,2,2,2,0.84
1447,26,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,2,0,4,3,3,3,2,3,1.0
147,41,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Inativo,Voluntário,Ensino Médio,Casado,0,1,0,2,2,2,2,2,0.84
1426,59,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Casado,0,1,2,1,1,3,2,1,0.68
1441,60,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Inativo,Aposentadoria,Ensino Superior,Casado,,0,8,,,3,2,,0.84
690,44,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,3,6,3,3,3,2,3,1.0
532,43,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Casado,1,3,5,2,2,3,2,2,0.84
37,27,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,0,7,3,3,2,2,3,1.0
1002,57,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Superior,Solteiro,2,0,4,1,1,2,2,1,0.68
1006,52,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,1,0,3,3,3,2,3,1.0
284,29,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Casado,0,0,6,3,3,2,2,3,1.0
1947,27,Masculino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Solteiro,0,1,8,3,3,3,2,2,1.0
390,38,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Inativo,Voluntário,Ensino Superior,Solteiro,0,0,4,2,1,2,2,2,0.0
1382,49,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Médio,Solteiro,0,1,3,3,3,3,2,3,1.0
890,57,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,0,6,3,3,2,2,3,1.0
1810,26,Masculino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Inativo,Voluntário,Ensino Superior,Solteiro,0,0,7,1,1,3,2,1,0.68
678,34,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,2,3,6,3,3,2,2,3,1.0
494,55,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Solteiro,2,1,0,3,3,2,2,3,1.0
914,47,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Pós-Graduação,Casado,0,0,9,3,3,2,2,3,1.0
1144,37,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Superior,Solteiro,0,0,4,2,2,3,2,2,0.84
1197,51,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,1,3,2,2,2,2,2,0.84
637,32,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Pós-Graduação,Solteiro,0,0,7,3,3,3,2,3,1.0
286,39,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Solteiro,1,0,1,3,3,2,2,3,1.0
1748,24,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Médio,Casado,2,1,0,3,3,3,2,3,1.0
812,31,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,1,10,2,2,3,2,2,0.84
1186,50,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Médio,Solteiro,0,0,6,3,3,3,2,2,1.0
1878,32,Feminino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Ativo,,Ensino Médio,Solteiro,0,3,3,3,3,2,2,3,1.0
18,24,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Solteiro,0,3,6,3,3,2,2,3,1.0
342,38,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Inativo,Voluntário,Ensino Superior,Solteiro,0,0,0,2,2,3,2,2,0.84
897,34,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Inativo,Involuntário,Ensino Superior,Casado,0,1,3,1,1,1,2,2,0.0
1717,18,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,0,4,3,3,2,2,3,1.0
917,43,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,0,2,3,3,2,2,3,1.0
1479,42,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Médio,Casado,0,0,10,1,1,2,2,1,0.68
1795,55,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Pós-Graduação,Solteiro,2,0,2,1,1,2,2,1,0.68
172,36,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,0,7,2,2,3,2,2,0.84
1989,26,Masculino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Solteiro,2,0,5,3,3,3,2,3,1.0
1945,36,Feminino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Ativo,,Ensino Médio,Solteiro,1,0,8,3,3,3,2,3,1.0
1255,50,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Médio,Casado,0,0,5,3,3,3,2,3,1.0
1636,51,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Médio,Casado,0,1,8,2,2,2,2,2,0.84
1309,37,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Pós-Graduação,Casado,0,1,5,1,1,2,2,1,0.68
645,28,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Pós-Graduação,Casado,0,0,8,1,1,2,2,1,0.68
1184,56,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Superior,Solteiro,0,0,1,1,2,2,2,2,0.0
1555,42,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Casado,0,1,6,1,1,3,2,1,0.68
412,22,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,2,1,9,3,3,2,2,3,1.0
563,18,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Inativo,Voluntário,Ensino Superior,Casado,0,0,10,1,1,3,2,1,0.68
162,47,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,1,5,2,2,3,2,2,0.84
1849,28,Feminino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Solteiro,0,1,8,3,3,3,2,3,1.0
1095,57,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Superior,Casado,0,0,8,2,2,2,2,2,0.84
1444,24,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Casado,1,0,7,3,3,3,2,3,1.0
1235,47,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,0,5,2,2,2,2,2,0.84
910,31,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Pós-Graduação,Casado,0,0,9,2,2,2,2,2,0.84
766,56,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,1,2,1,1,3,2,1,0.68
380,45,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,1,1,3,3,3,2,3,1.0
1319,33,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Casado,0,1,1,1,1,2,2,1,0.68
705,34,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Superior,Casado,0,0,7,1,1,2,2,1,0.68
1731,55,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Inativo,Voluntário,Ensino Médio,Solteiro,0,1,5,2,2,2,2,2,0.84
927,20,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,1,1,4,3,3,2,2,3,1.0
1751,33,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Inativo,Voluntário,Ensino Superior,Casado,0,1,6,1,1,2,2,2,0.0
416,40,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Solteiro,2,0,4,3,3,2,2,3,1.0
385,19,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Inativo,Voluntário,Ensino Médio,Casado,0,0,1,1,1,3,2,1,0.68
1921,36,Masculino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Solteiro,0,0,10,3,3,3,2,3,1.0
674,54,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Médio,Casado,0,0,5,3,3,3,2,3,1.0
98,51,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Casado,0,0,0,3,3,2,2,3,1.0
441,55,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Casado,1,1,8,1,1,3,2,1,0.68
1780,18,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,1,10,2,2,3,2,2,0.84
742,29,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,0,1,8,2,2,2,2,2,0.84
591,42,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,0,1,2,2,2,2,2,0.84
422,23,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,1,1,5,1,1,2,2,1,0.68
1965,49,Masculino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Casado,0,0,8,1,1,3,2,1,0.68
1902,22,Masculino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Casado,0,1,9,3,3,3,2,3,1.0
1097,55,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,0,1,1,3,3,3,2,3,1.0
1168,48,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,2,3,3,3,3,2,2,3,1.0
1781,44,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Inativo,Voluntário,Ensino Médio,Casado,0,0,2,1,2,2,2,2,0.0
222,42,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Inativo,Voluntário,Ensino Superior,Casado,0,0,3,1,2,2,2,2,0.0
187,51,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Solteiro,0,1,7,3,3,3,2,3,1.0
770,32,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,1,1,10,3,3,2,2,3,1.0
1,31,Masculino,Desenvolvimento de Software,Gerente de Desenvolvimento,10,Ativo,,Ensino Superior,Solteiro,0,0,1,1,1,3,2,1,0.68
624,23,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Pós-Graduação,Solteiro,0,0,4,2,2,2,2,2,0.84
1001,25,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,1,6,1,1,2,2,1,0.68
1958,41,Masculino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Ativo,,Ensino Médio,Solteiro,0,0,10,3,3,2,2,3,1.0
1602,19,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,0,2,2,2,2,2,2,0.84
1654,39,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Médio,Casado,1,1,7,1,1,2,2,1,0.68
799,31,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,0,3,1,1,2,2,1,0.68
1424,20,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,1,1,0,3,3,2,2,3,1.0
1270,31,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,1,5,3,3,2,2,3,1.0
129,59,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Pós-Graduação,Casado,0,1,2,1,1,3,2,1,0.68
782,37,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Superior,Casado,1,0,2,1,3,2,2,3,0.04
1881,18,Masculino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Solteiro,2,0,10,3,3,2,2,3,1.0
2003,38,Feminino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Solteiro,0,1,8,3,3,2,2,3,1.0
100,48,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,2,1,5,3,3,2,2,2,1.0
1507,52,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Casado,0,1,7,3,3,3,2,3,1.0
640,45,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Inativo,Involuntário,Ensino Médio,Solteiro,0,1,6,1,1,1,2,1,0.68
1786,28,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Médio,Casado,0,0,10,2,2,3,2,2,0.84
691,55,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,0,6,3,3,2,2,3,1.0
797,52,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,1,1,1,2,2,2,2,2,0.84
1711,55,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Médio,Solteiro,1,1,9,3,3,2,2,3,1.0
469,49,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,1,7,3,1,2,2,2,0.55
1170,58,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Médio,Solteiro,1,0,6,3,3,3,2,3,1.0
197,38,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Pós-Graduação,Solteiro,1,1,10,3,3,2,2,2,1.0
662,18,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,0,9,1,1,3,2,1,0.68
515,50,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Casado,0,1,1,1,1,2,2,1,0.68
520,37,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,1,7,2,2,2,2,2,0.84
1418,25,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Inativo,Voluntário,Ensino Superior,Solteiro,0,0,0,1,1,2,2,2,0.0
895,52,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,1,0,10,1,1,3,2,1,0.68
617,51,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Superior,Casado,0,0,4,1,1,2,2,1,0.68
1598,18,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Inativo,Voluntário,Ensino Médio,Casado,0,3,10,1,1,2,2,1,0.68
1675,44,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Pós-Graduação,Solteiro,1,3,5,2,2,2,2,2,0.84
1653,30,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Inativo,Voluntário,Ensino Superior,Solteiro,0,0,3,1,1,2,2,1,0.68
571,52,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Casado,0,1,0,1,1,2,2,1,0.68
1376,50,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Inativo,Voluntário,Ensino Superior,Casado,0,3,1,1,3,3,2,2,0.0
1544,57,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Médio,Solteiro,1,1,8,3,3,2,2,2,1.0
877,55,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Médio,Casado,0,3,3,3,3,3,2,3,1.0
1535,58,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Inativo,Voluntário,Ensino Superior,Solteiro,0,0,5,2,1,2,2,2,0.0
1209,55,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Inativo,Voluntário,Ensino Médio,Casado,0,3,5,1,1,3,2,1,0.68
1967,54,Masculino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Casado,0,0,0,3,3,2,2,2,1.0
1915,44,Masculino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Inativo,Voluntário,Ensino Superior,Casado,0,0,7,3,1,3,2,2,0.55
944,38,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,2,0,7,3,3,3,2,3,1.0
477,56,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Inativo,Voluntário,Ensino Superior,Solteiro,0,0,5,1,1,2,2,1,0.68
169,55,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Inativo,Voluntário,Ensino Superior,Solteiro,0,1,6,2,1,2,2,2,0.0
1100,48,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Médio,Solteiro,0,1,3,1,1,3,2,1,0.68
109,40,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Casado,1,1,7,2,2,2,2,2,0.84
2001,24,Masculino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Ativo,,Ensino Médio,Solteiro,0,1,3,3,2,2,2,2,0.92
205,21,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Inativo,Voluntário,Ensino Superior,Casado,0,1,8,2,1,2,2,2,0.0
1343,43,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Casado,0,1,2,3,3,3,2,3,1.0
335,30,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,1,2,1,1,2,2,1,0.68
1465,46,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,0,7,2,2,3,2,2,0.84
1941,22,Masculino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Solteiro,0,1,8,2,2,3,2,2,0.84
1390,31,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Casado,0,1,0,3,3,2,2,2,1.0
433,24,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,1,2,3,3,3,2,3,1.0
1364,27,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Médio,Casado,0,1,4,3,3,3,2,3,1.0
1455,38,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Pós-Graduação,Solteiro,0,0,3,2,2,2,2,2,0.84
1932,20,Masculino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Solteiro,0,0,10,3,3,2,2,3,1.0
1187,39,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,1,0,1,3,3,3,2,2,1.0
1135,42,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,1,9,3,3,2,2,3,1.0
1477,55,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,1,1,5,3,3,3,2,3,1.0
1718,52,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,0,2,3,3,3,2,3,1.0
1007,33,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,0,1,9,3,3,2,2,3,1.0
165,56,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Casado,0,0,7,3,3,2,2,3,1.0
